Unnamed: 0,follower,visited
1097,euthiago.oli,True
1098,cesar_augusto_terlan,True
1099,garciaa_mariaa,Private
1100,biia_piza,True
1101,ti_txera7,True
1102,renanfreirelopes,Private
1103,marcia_verenaa,Private
1104,silvia.cristina.5494,Private
1105,luizg.sm,True
1106,el_tchaguito,Error
1107,isisfrnandes,Error
1108,kowaleski.design,True
1109,mariannagracia_,Private
1110,raysantin,True
1111,kainazito,True
1112,marizotayeah,Private
1113,gabrielle_evelio,Private
1114,jgmuraro,Private
1115,amndasza,Private
1116,willianazevedo3,Error
1117,josianegasparoto,Error
1118,somente_wesley,Private
1119,barbz_r,Invalid
1120,_oliveira.renan,Private
1121,kaufarias.arqv,Error
1122,thiago_mottin,Private
1123,_bianc.psouz,Private
1124,genuzadoneda_,Error
1125,msgracesantana,Private
1126,calmanacrise.utfpr,True
1127,mrncorrea_,Private
1128,professor.leandro.w.pereira,True
1129,studiomuller_art,True
1130,angelitaccw,Private
1131,fdsogbr,True
1132,bruno_faria0,True
1133,gabiribas_s,Private
1134,keh_hoinacki,Error
1135,ricardoplkadu,Error
1136,juh.frpereira,Private
1137,mulheres.nas.exatas,Invalid
1138,henriquesimasds,Private
1139,guilhermerf02,Private
1140,cwb.camy06,True
1141,priiscila.lm,True
1142,ajju_moraes,True
1143,leilaatop,Private
1144,chrysaintemus,Private
1145,rodrigo.paisani.miranda,Private
1146,fghazal,Private
1147,lilianesessi,Private
1148,susanachinchilla9,Invalid
1149,allaynecnortega,Private
1150,renanviesser,Private
1151,patriciamorettimoretti,Error
1152,srnuggetss,Error
1153,enyznyk,True
1154,kai_07t,Invalid
1155,miihhsouzza,Private
1156,kauanbrigola,True
1157,_thais.n,Private
1158,lucasfranczak,Private
1159,vicenzopegorini,Private
1160,edu.floresoliveira,True
1161,lguilherm3,True
1162,joao_.pedro7,True
1163,thaty_hora,Private
1164,__.eumatheus,Private
1165,eubielzinho_sx,Private
1166,cassiananonaka,Private
1167,ziojlo,True
1168,nikolaivstavrogin,True
1169,nic_dobk,Private
1170,renatomatuza,True
1171,melissacheder,False
1172,beaheimoviski,False
1173,danielebroleis,Private
1174,couto_aa,Private
1175,_bernardobandeira,False
1176,elooko_thaay,Invalid
1177,tulinho_02,Private
1178,lourdes.parise,Private
1179,marcosbolzon,False
1180,nuem.utfpr,False
1181,luna_preto,False
1182,leiacristina.bauermann,Private
1183,janvtz08,Private
1184,felixsilvabarbosa,False
1185,gcskiba,Private
1186,lamilkart,Error
1187,k_francioni,Private
1188,fabimrls,Private
1189,marinawnc,True
1190,anniedbdb,False
1191,natix_u.u,Private
1192,henrique.cccp,Private
1193,bruna_med20,Private
1194,_bruckx,Private
1195,adrianoehlke,True
1196,erico_stv,False
1197,badgalpoc,False
1198,esperandioaline,False
1199,joice.n.canestraro,False
1200,slavorr,Private
1201,gabi_ruppels,Private
1202,sborgesbrustolin,Private
1203,_aworaes,False
1204,guibgf_,Private
1205,paulag_freitas,Private
1206,viniperinibr_,False
1207,raquellnevess_,False
1208,lleticiadeon,False
1209,curtinneyhorang,Invalid
1210,renataalbuquerque18,False
1211,fefe.sillva,False
1212,crisgavii,Private
1213,kosakera,False
1214,ramosrafh,False
1215,hugocneves,False
1216,caugf,False
1217,alineartigas,False
1218,bruxa_eduarda,False
1219,vini_wg,False
1220,leticrish,False
1221,karolchampaoski,False
1222,heitor_blm,Private
1223,annaluiza_jm,False
1224,thierre_trannin,False
1225,richard_gomesx,False
1226,ana.elz.y,False
1227,gdeitos_,False
1228,alicy.lendo,False
1229,pettersonpontes,False
1230,thaisgabrielest,False
1231,bloxlab,False
1232,llaisramos,False
1233,patriciaphreitas,False
1234,vieira.gislaine_,False
1235,ibfontoura,False
1236,deschi_zn,False
1237,araujonicolau,False
1238,bmn_maria,False
1239,jotavecabs,False
1240,symozirad,False
1241,marcelsz0,False
1242,adriancs.exe,False
1243,arianepolidario,False
1244,gilvaniagluna,False
1245,jailson.rp,False
1246,bonassa.mp4,False
1247,mealivia.ai,False
1248,isizxxy,False
1249,bittencourt_jeane,Private
1250,k4iqwe_,False
1251,geovanna_chan,Private
1252,revisordelegendas,False
1253,thais_trzaskos,False
1254,lillo.py,False
1255,nflavio._,Private
1256,nicolasgomescorreia,False
1257,gerorotto,False
1258,lunamadsenl,False
1259,moscatellileonardo,False
1260,isabe_lytz,False
1261,juniorpg7,False
1262,jukluge,False
1263,vini_tost4,False
1264,millie_mrak,False
1265,raylisonygrasi,False
1266,bring_me_the_coffee_,False
1267,analecim,False
1268,suellenbattista,False
1269,fe_pesenti,False
1270,larissa.oxavier,False
1271,malu.zen,False
1272,ketlhenxavier,False
1273,caiotupiniquim,False
1274,gustacoimbra,False
1275,aimeepucci_,False
1276,stella.salache,False
1277,pedrohbc1103,False
1278,me.luko,False
1279,bruh_tesch,False
1280,sandrabobbo,False
1281,tu.freitas.2005,False
1282,kellenrozinde,False
1283,joaop__sales,False
1284,tainapppv,False
1285,fer.simioni,False
1286,moises_pahas,False
1287,lusmaha,False
1288,jaine_avanso,False
1289,rachellbahuk,False
1290,oliveiracbo,False
1291,lohmann_gabriel,False
1292,elenisegoulart,False
1293,mel_mozer,False
1294,andrea.arosi201999,False
1295,ademar3572,True
1296,dri_kosloski,True
1297,sara_rodrigues_,False
1298,escoladumont.com.br,False
1299,ivan.silva.67,True
1300,rim5953,False
1301,lucasocamposs,False
1302,terecristina_bigiunas,Private
1303,mariaangelapedroso,False
1304,manabebr,False
1305,katiashinohara,False
1306,hi_jorg,False
1307,marilizeastival,False
1308,kay_impadinha,True
1309,vanessa.krainz,False
1310,moiseskobata,False
1311,koganegrr,False
1312,paula_.amaral,False
1313,matheusmaciel07,False
1314,mtmorfose,False
1315,vinicius_laskoski,False
1316,caah_bueno_25,False
1317,brunolima19_,False
1318,thalyson.rf,False
1319,guilherme.b.d_,False
1320,rafasouti,False
1321,julianekbauer,False
1322,joh_morozesky,Private
1323,yaas.ss,False
1324,alvesspati,False
1325,eas.didi,False
1326,juanymorais,False
1327,anacarolyneneves,False
1328,khawanmarafon,True
1329,carol.furrigo,False
1330,nandaaa_antunees,False
1331,isaheriot,False
1332,dudeckz,Private
1333,cath_amorim_,False
1334,cami_cfc,False
1335,angela_czarneski_lacerda,False
1336,franc_tec,False
1337,isaa.szx,False
1338,nickl4aus,False
1339,oihutinho,False
1340,soueugabi.png,False
1341,jenni_gonzaga,False
1342,sofibenteo,False
1343,marciarsouza.pereira,False
1344,samaronej,False
1345,rafaeldetarso,Invalid
1346,deysizarutzki,False
1347,mariiroocha,False
1348,lucas_znunes,False
1349,tathianeferreira_,False
1350,ftgiga,False
1351,ccomeetaa,False
1352,diditrevs,True
1353,rebecca_versan,False
1354,presdo_mm,False
1355,silvianecuri,False
1356,nicdarosaa,False
1357,matheuscarvalho3098,False
1358,lucas_panek,False
1359,luizm.jpg,False
1360,dixx_faughs,False
1361,_faeda,False
1362,jrmb_one,False
1363,tori_pvp,Private
1364,tiagofigueiral,False
1365,matheushella,False
1366,_gabriel.kkj,False
1367,beatriz.likes,False
1368,eduralvs,False
1369,gabrielcescca,False
1370,pedrocustodioo,False
1371,diegomafei,Invalid
1372,alexa_s_tha,False
1373,marcia.andradess,False
1374,luismiguelv9,Private
1375,victor59mello,False
1376,caiohoo,False
1377,y_bedak,False
1378,marco.antonio_bc,False
1379,hartmann.jr,False
1380,betogaranhani,False
1381,gio.paiva,False
1382,kardo8761,False
1383,gabriel.nogare,False
1384,zaze_asz,False
1385,novak_hudson,False
1386,carla.marin.100,Private
1387,ofnunes,False
1388,gabrielrbs,False
1389,joao_alencar23,False
1390,daniela.a.n.guilherme,False
1391,lalbuquerques,True
1392,felipeolivaricarmo,False
1393,arthur_nagem,False
1394,babiezi,False
1395,jiliane.santana,False
1396,lissandra_rocio,Private
1397,pedrop_drawarts,False
1398,anam_sales,False
1399,monyastephanie,False
1400,samu.sopa,False
1401,marcia.gsouza,False
1402,gabriellakmilo,False
1403,stefanidaiprai,False
1404,arthurr_ramalho,False
1405,profcarlosvagner,False
1406,rogeriosoares2511,False
1407,mantovani_renan,False
1408,fernandosalesoficial,False
1409,pedronascimento5617,False
1410,regianebora,False
1411,thiagofagundes92,False
1412,regina_pereiraofc028,False
1413,ale_menonn,False
1414,sergio_carvalho_cwb,True
1415,_julianacb,False
1416,michele_sevan,False
1417,bonimaren.gomes,False
1418,bagicarv,False
1419,leonardo__gomes,False
1420,fabio.edumartins,False
1421,danielzagroba,False
1422,falcaohoralessaadv,False
1423,allannduarte,False
1424,ananaps._,Private
1425,luizgnc,False
1426,sofi.p.rocha,False
1427,matheus__loureiro,False
1428,lua_moon_ny,False
1429,charliemiquelin,False
1430,bruno.csg,False
1431,gab_sld,False
1432,mel_kokot,False
1433,vict0r_bernardo,False
1434,casatrajano,False
1435,stabilite_inc,False
1436,roberttabcantarutti,False
1437,anaclaraac15,Private
1438,daybrazil,False
1439,patriciacrato,False
1440,drycka_alves,False
1441,mafe_nog,False
1442,suelicongonhas,Private
1443,andressa_florero,False
1444,melmedroni,False
1445,yasss_ch_,False
1446,laynne.lopes,False
1447,brenno_0.8,False
1448,rafaelpagliosa,False
1449,mbueno610,False
1450,lindaflor19,False
1451,artroart,False
1452,wagner_p3t,False
1453,aninhastarful,False
1454,leonicelsilva,False
1455,alooonsofigueroa,False
1456,patricia7reis,False
1457,ismaliadesenhou,False
1458,_gabiihenrique,False
1459,nonstt,False
1460,arthurveo,False
1461,emer_songs,False
1462,nitamts,False
1463,morenatr0pic4na,Private
1464,jacquelinewds,False
1465,gmadu__,False
1466,mariana_czarneski,False
1467,fer.kmargo,False
1468,__peretti,False
1469,fomosdemoto_oficial,False
1470,quizelli,False
1471,julia.simoes.a,False
1472,lippi011,False
1473,esther.danko.355,False
1474,kxuawe,False
1475,comunidade9301,False
1476,ivanaga_,False
1477,nicoolasportela,False
1478,ketyzinhaa_,False
1479,_anappo_,False
1480,maedu.almeida,False
1481,gabrielfrancisconm,False
1482,gabriel._furts,False
1483,jacu_cool,False
1484,henryhagemaier,False
1485,colegioestadualsaobraz,False
1486,prolem_uff,False
1487,angelitac_angel,False
1488,solzinho_nani,False
1489,marci__feliz,Private
1490,jota_thx,True
1491,laislacristina14,False
1492,paulosava74,Error
1493,micordeiro1987,False
1494,gabiggebran,False
1495,mirelelmartins,False
1496,_setimm,False
1497,ednalvaleitao,False
1498,paolex71,False
1499,eduardo_galhardo,False
1500,iits_aana,False
1501,sabrinabertoldi_,False
1502,homerogrecia,False
1503,jadecors,False
1504,mari.pach06,Private
1505,marcos_harmmer,False
1506,ca_2012,False
1507,jezer_jones,False
1508,a.agtns,False
1509,bel_malec,False
1510,calouresarq23.2,False
1511,lucineide.a_jesus,False
1512,apatyps,False
1513,pri.anderson,False
1514,gracicampos,False
1515,l.sxix,Private
1516,__santos__br,False
1517,felipehnymn,False
1518,vcgabriela,False
1519,ninieliky,False
1520,fairyffer,False
1521,leletty_hats,False
1522,quezia_bertuletti,False
1523,andressaferreira305,False
1524,tripsneakers___,Deleted
1525,dale_pucpr,False
1526,laizadelara,False
1527,0.gabyzxx.0,Invalid
1528,nataliapnandi,Private
1529,lujr_barao,False
1530,catarinarodri,False
1531,hendersonmarques,False
1532,bruvigo,False
1533,fvianna2009,False
1534,l.oliveira89,False
1535,henrqmoreira,False
1536,_wfanaa,False
1537,liscochinski,False
1538,_muziee0,False
1539,carinadaluzdeassis,False
1540,tovarisch____,False
1541,spreagabrielle,False
1542,caio_rique14,False
1543,hericafujioka,False
1544,bernadete_heimoviski,False
1545,rodrigogiacomini762,False
1546,7inicius_r.o,True
1547,rodri_rodis,Invalid
1548,keilagiacomeli,Private
1549,cass.ribeiro,False
1550,alunos_utf,False
1551,thay_koubay,False
1552,renanmaciel.cm,False
1553,dagon.oficial,False
1554,simone_elomeiri,False
1555,lkakat_,False
1556,luis_cesar_rodrigues_da_silva,False
1557,faellzt,False
1558,art.wru,Private
1559,eneslucas,False
1560,yasmin_amaro13,False
1561,anamenon1,False
1562,paula.ayres.musica,False
1563,_freitasbruno_,False
1564,desativado_offline_09,False
1565,orlandinijoao9,False
1566,luiz_lupipi,False
1567,andrygourmet,False
1568,caamsvitoria,False
1569,ana_alvescamargo,False
1570,marianabaggio1,False
1571,projetoadoteumadulto,False
1572,amanda._ata,False
1573,sarahbilik,False
1574,dudaa.munhoz,False
1575,joseane_massaro,False
1576,ppgav.unespar,True
1577,tut.teatro,False
1578,bia_nsilva,False
1579,pedrospeeder,False
1580,martins.eb,False
1581,paulomatiaslino,False
1582,amandabaumlino,False
1583,colegio_amyntas,False
1584,nathaliadelmartins,False
1585,duda.s_05,Private
1586,brunakujaski,False
1587,dudulemes636,False
1588,luamarall_,False
1589,fon_c10,False
1590,silvanay_03,False
1591,pv_eupain,False
1592,ana.jsombrio,False
1593,gabyvictoriaah1901,False
1594,brunaleticiamq_,False
1595,p.h.landim,False
1596,givgp_,Private
1597,lourdesbronoski,False
1598,danrodriguesc_,False
1599,marcy.estevao,Private
1600,_jamilyyy_,False
1601,aleehbaveer,Private
1602,seucapdeluxo,False
1603,letusaalbrecht,False
1604,sarahrin_,Private
1605,gabriel.conke,False
1606,universitarioutfpr,False
1607,miguelangeloss,False
1608,kayprigol,False
1609,nenamustdie,False
1610,_viivs_,False
1611,jasmi_nli,False
1612,juune_01,False
1613,la_bello05,False
1614,anondaaa,False
1615,starfetecnologia,False
1616,wann_oliveira,False
1617,cintia_zotto,False
1618,giovannilbrandolise,False
1619,lucasschiezari,False
1620,giovannasantolin,False
1621,thaysfernanda.makeup,False
1622,shakirashakirahey,Private
1623,_daianesantos02_,False
1624,lordmelko,False
1625,criativa_suculentas,False
1626,engenheiraemae,False
1627,douglas.rodrigues_adv,False
1628,leticiavidottin,False
1629,pattdw_k,False
1630,gabriellesak_,False
1631,gk.siqueira,False
1632,andressacechetto,False
1633,suzi.olive,False
1634,i.reifur,False
1635,teuzpr,False
1636,berrecaz,False
1637,http.tsu,False
1638,davi.iacomini,False
1639,jonhvictor24,False
1640,lacjacques,Private
1641,katiasouza5418,False
1642,caiou_luciani,True
1643,loriuslori,False
1644,leticiaa_santoss20,False
1645,edsonmacedo804,False
1646,vivisc88,False
1647,antoniomarcos4119,False
1648,_nat_oliveira_,False
1649,penellope_costa89,False
1650,daniriba2007,False
1651,monah_parachen,False
1652,clc.karla,False
1653,felipe_macedo77,False
1654,iluuuucas,False
1655,elisa.lino,True
1656,joice.ino,False
1657,jonerclara,False
1658,patogaiato,False
1659,cossichtv,False
1660,carolrolim,False
1661,carlos_basso4,False
1662,davi.__alexandre,False
1663,jumattosbueno,True
1664,ricardo_sg99,False
1665,guilhermesouzan,False
1666,nathalypelegrini,False
1667,juh_olivfran,False
1668,viniciusgmello,False
1669,maryhelen_a,False
1670,lucasmanentib,False
1671,kakau_olivg,False
1672,wagner.rua,False
1673,nadiaygoy,True
1674,azeredk,False
1675,aldarasuum_,False
1676,andressa_stk,False
1677,rosana.criar,False
1678,c_kretzel,False
1679,kah.alves0,False
1680,mareflx,False
1681,marg.chelsea,False
1682,larissa.bellaver,False
1683,lisnasestrelas,False
1684,claudineimachadon,True
1685,lucaodamiani,False
1686,jfngremio,True
1687,sarae_lizabe,False
1688,crhelen_,False
1689,nandette__,False
1690,henriquebex,False
1691,rowcav,False
1692,amandacajegoncalves,False
1693,angeladomit,False
1694,gabrielblima_,False
1695,paixaodiego,False
1696,brendha__p,False
1697,nik0let0,False
1698,saramariele_,False
1699,r.suwdn,False
1700,patriciareway,False
1701,fabricioriva_,False
1702,rcm.cristosalva,False
1703,anadiass07,False
1704,marco_lhm,False
1705,june_studies,False
1706,buticagu,True
1707,eduardadias_carvalho,False
1708,wanii5505,False
1709,luforbeci,False
1710,egonarch,False
1711,magaldierii,False
1712,heitormarqueess,False
1713,lucimarasoaresoliveira,False
1714,marcoabreu05,False
1715,oandre_sk,False
1716,_larilg,False
1717,wellington__wanderley,False
1718,melloxzs_,False
1719,fabianny.2023,False
1720,lucasgcustodi,False
1721,kau_ss2004,False
1722,heintales,False
1723,fer.estevinho,False
1724,diana_alves_siqueira_marinho,False
1725,isa_montagnini,Private
1726,stepurski_rafa,False
1727,gu.m379,False
1728,debora.louize,False
1729,giselicpassos,False
1730,_gabriouw,False
1731,phhenriyque,False
1732,gustavohpent,False
1733,rodrigosantos7450,Private
1734,victor_bertao_,False
1735,sidflunatico,False
1736,i.cesar,False
1737,lidiane.karen,Private
1738,samuel_vinicius041,False
1739,cacauzetsshark,False
1740,elvispenafiel,False
1741,koerichluisa_s,False
1742,murilomarkov,True
1743,charlen.saconato,False
1744,lidialimadornelas,False
1745,carlos.arielton,False
1746,m4riafernanda_costa,False
1747,liliam_lobo,False
1748,herick.andrey,False
1749,patric_ressel,False
1750,barney60datrajano,False
1751,mgabreu2019,False
1752,milena.gabrielas,False
1753,jenny.snts,False
1754,erick_macuco,False
1755,rolfsobrinho,False
1756,liliankrz,False
1757,otavio_skafi,False
1758,olucasraphael,False
1759,mateus_morikawa_,False
1760,lageamb,False
1761,_robertafioravanti,False
1762,nicole.sabinebz,False
1763,jk_arabileiro,False
1764,catianefolchini,False
1765,guih_jn,False
1766,bilinguismo.brasil,False
1767,walfrit,False
1768,mariiaez,False
1769,_d.llah,False
1770,giovanarover_,False
1771,leonardokfi,False
1772,sergio.schulchaski,False
1773,janice.schmidt_,Private
1774,gabriela_jerri,True
1775,_duh_santana_,False
1776,catianakw,False
1777,heeyy_gabyy,False
1778,thamiresrafaele_,False
1779,mariabuziquia,False
1780,elizandra_lucaski,False
1781,gustavlupes,False
1782,alinebarbosax,False
1783,b3anca1,False
1784,daniellaalmada,False
1785,amandamarquesladeia,Private
1786,_k.dias93,False
1787,cazaroto_imoveis,False
1788,geovanaxzx,False
1789,duda_trizotto,False
1790,edupaganoo,False
1791,isabellediasbr,False
1792,juugui.alx_4,False
1793,alissohwalachy,False
1794,_lauravsk_,False
1795,thales_rafael_machado,False
1796,sandraiaragomesbosio,False
1797,rosangelalopes121528,True
1798,pris_ayres,False
1799,duda_righi7,False
1800,paulacarregari,False
1801,luishpeletti,False
1802,lenafromsg,False
1803,ricardostborges,False
1804,yubarros_,False
1805,lau_francosilva,False
1806,ronaldmaxw,False
1807,keidroski.r,False
1808,juliacampitelli_,False
1809,dudak_05,False
1810,thatata_s,False
1811,gabi.salmon_,False
1812,gab.brag,False
1813,moovnblues,False
1814,leticia_hashiguchi,False
1815,omgthisislana,False
1816,milenemats,False
1817,bru.degaspari,False
1818,fckhelo_,False
1819,cami._cj,True
1820,juliana_ino,False
1821,britos_jp,Private
1822,feat.amanda,False
1823,nicollas.swb,True
1824,alexiaanhaia,False
1825,luiz_vicz92,False
1826,mariss.eduarda,False
1827,alessandra.lrp,False
1828,heron_lv,Private
1829,linecsl,False
1830,querocanecasoficial,False
1831,nicolasauersvalt,False
1832,jota_ate,False
1833,anacharavaraa,False
1834,tiemenishiyamaa,False
1835,prof_fabiojardim,False
1836,gust4.4rch,False
1837,wagner_silva.01,False
1838,elizabete_vcosta,False
1839,_edsonalcaraz,False
1840,isaaqueii,False
1841,cirne_miranda,False
1842,heloisa.bossi,False
1843,cibellsz,False
1844,mlly.sampaio,False
1845,henriqce,False
1846,gomes.__,False
1847,arthurnascimento._,Private
1848,_kythera,False
1849,azvd.luiza,False
1850,yasbijuarteaanato,False
